name,code,zone_code,district_code
Cerro de la Campana,COLONIA-CERRODELACAMPANA,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Desarrollo Las Torres 91,COLONIA-DESARROLLOLASTORRES91,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Burocratas Municipales 4 Sector (Campana Altamira),COLONIA-BUROCRATASMUNICIPALES4SECTORCAMPANAALTAMIRA,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Altamira (Manz 20),COLONIA-ALTAMIRAMANZ20,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Union El Rinconcito,COLONIA-UNIONELRINCONCITO,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Laderas del Mirador (Fomerrey XXI) (Campana Altamira),COLONIA-LADERASDELMIRADORFOMERREYXXICAMPANAALTAMIRA,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Valle del Mirador,COLONIA-VALLEDELMIRADOR,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Jardines de las Torres,COLONIA-JARDINESDELASTORRES,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Jardines de las Torres 1  Sector,COLONIA-JARDINESDELASTORRES1SECTOR,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Laderas del Mirador Ampliacion,COLONIA-LADERASDELMIRADORAMPLIACION,ZONA-CAMPANAALTAMIRA,DISTRITO-SUR
Balcones de Altavista,COLONIA-BALCONESDEALTAVISTA,ZONA-CONTRY,DISTRITO-SUR
Altavista  Sur,COLONIA-ALTAVISTASUR,ZONA-CONTRY,DISTRITO-SUR
Altavista Lomas,COLONIA-ALTAVISTALOMAS,ZONA-CONTRY,DISTRITO-SUR
Mas Palomas ( Valle de Santiago),COLONIA-MASPALOMASVALLEDESANTIAGO,ZONA-CONTRY,DISTRITO-SUR
Villa Los Pinos,COLONIA-VILLALOSPINOS,ZONA-CONTRY,DISTRITO-SUR
Altavista Invernadero,COLONIA-ALTAVISTAINVERNADERO,ZONA-CONTRY,DISTRITO-SUR
Arroyo Seco,COLONIA-ARROYOSECO,ZONA-CONTRY,DISTRITO-SUR
Balcones de Altavista 2 Sector,COLONIA-BALCONESDEALTAVISTA2SECTOR,ZONA-CONTRY,DISTRITO-SUR
Alta Vista Sur Sector Lomas,COLONIA-ALTAVISTASURSECTORLOMAS,ZONA-CONTRY,DISTRITO-SUR
Contry Los Nogales,COLONIA-CONTRYLOSNOGALES,ZONA-CONTRY,DISTRITO-SUR
Villa del Rio,COLONIA-VILLADELRIO,ZONA-CONTRY,DISTRITO-SUR
Contry San Juanito,COLONIA-CONTRYSANJUANITO,ZONA-CONTRY,DISTRITO-SUR
Colonial La Silla,COLONIA-COLONIALLASILLA,ZONA-CONTRY,DISTRITO-SUR
Contry,COLONIA-CONTRY,ZONA-CONTRY,DISTRITO-SUR
Villas de Lux,COLONIA-VILLASDELUX,ZONA-CONTRY,DISTRITO-SUR
Rincon del Contry,COLONIA-RINCONDELCONTRY,ZONA-CONTRY,DISTRITO-SUR
Pedregal Contry,COLONIA-PEDREGALCONTRY,ZONA-CONTRY,DISTRITO-SUR
Rincon de la Primavera 1  Sector,COLONIA-RINCONDELAPRIMAVERA1SECTOR,ZONA-CONTRY,DISTRITO-SUR
Rincon de la Primavera 2  Sector,COLONIA-RINCONDELAPRIMAVERA2SECTOR,ZONA-CONTRY,DISTRITO-SUR
Rincon de la Primavera 3  Sector,COLONIA-RINCONDELAPRIMAVERA3SECTOR,ZONA-CONTRY,DISTRITO-SUR
Contry la Silla Sector La Costa,COLONIA-CONTRYLASILLASECTORLACOSTA,ZONA-CONTRY,DISTRITO-SUR
Rincon de la Primavera 4  Sector,COLONIA-RINCONDELAPRIMAVERA4SECTOR,ZONA-CONTRY,DISTRITO-SUR
Rincon de la Primavera 5  Sector,COLONIA-RINCONDELAPRIMAVERA5SECTOR,ZONA-CONTRY,DISTRITO-SUR
Rincon de la Primavera 6  Sector,COLONIA-RINCONDELAPRIMAVERA6SECTOR,ZONA-CONTRY,DISTRITO-SUR
La Primavera 1 Sector (Contry),COLONIA-LAPRIMAVERA1SECTORCONTRY,ZONA-CONTRY,DISTRITO-SUR
Contry Tesoro,COLONIA-CONTRYTESORO,ZONA-CONTRY,DISTRITO-SUR
Paseo del Contry,COLONIA-PASEODELCONTRY,ZONA-CONTRY,DISTRITO-SUR
Contry Los Estanques,COLONIA-CONTRYLOSESTANQUES,ZONA-CONTRY,DISTRITO-SUR
Jardines del Contry,COLONIA-JARDINESDELCONTRY,ZONA-CONTRY,DISTRITO-SUR
Los Naranjos,COLONIA-LOSNARANJOS,ZONA-CONTRY,DISTRITO-SUR
Torremolinos,COLONIA-TORREMOLINOS,ZONA-CONTRY,DISTRITO-SUR
Ruiz Cortines,COLONIA-RUIZCORTINES,ZONA-SIERRAVENTANA,DISTRITO-SUR
Veinticinco de Marzo ( Sierra Ventana),COLONIA-VEINTICINCODEMARZOSIERRAVENTANA,ZONA-SIERRAVENTANA,DISTRITO-SUR
Sierra Ventana,COLONIA-SIERRAVENTANA,ZONA-SIERRAVENTANA,DISTRITO-SUR
Revolucion Proletaria,COLONIA-REVOLUCIONPROLETARIA,ZONA-SIERRAVENTANA,DISTRITO-SUR
15 de Septiembre,COLONIA-15DESEPTIEMBRE,ZONA-SIERRAVENTANA,DISTRITO-SUR
Los Rosales,COLONIA-LOSROSALES,ZONA-SIERRAVENTANA,DISTRITO-SUR
Paseos Marquez (F-16),COLONIA-PASEOSMARQUEZF16,ZONA-SIERRAVENTANA,DISTRITO-SUR
Burocratas Municipales 4 Sector (Sierra Ventana),COLONIA-BUROCRATASMUNICIPALES4SECTORSIERRAVENTANA,ZONA-SIERRAVENTANA,DISTRITO-SUR
Burocratas Municipales 1 Sector,COLONIA-BUROCRATASMUNICIPALES1SECTOR,ZONA-SIERRAVENTANA,DISTRITO-SUR
Balcones del Mirador,COLONIA-BALCONESDELMIRADOR,ZONA-SIERRAVENTANA,DISTRITO-SUR
Sierra Ventana B,COLONIA-SIERRAVENTANAB,ZONA-SIERRAVENTANA,DISTRITO-SUR
18 de Marzo,COLONIA-18DEMARZO,ZONA-SIERRAVENTANA,DISTRITO-SUR
Los Angeles,COLONIA-LOSANGELES,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Privanzas 5  Sector,COLONIA-PRIVANZAS5SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Empleados SFEO,COLONIA-EMPLEADOSSFEO,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Alfareros,COLONIA-ALFAREROS,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Privanzas 6  Sector,COLONIA-PRIVANZAS6SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Antigua,COLONIA-ANTIGUA,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Jardines de las Torres 2  Sector,COLONIA-JARDINESDELASTORRES2SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Laderas del Mirador (Fomerrey XXI) (Fundadores),COLONIA-LADERASDELMIRADORFOMERREYXXIFUNDADORES,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
"Renacimiento 1,2,3,4  Sector",COLONIA-RENACIMIENTO1234SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Del Paseo Residencial 2  Sector,COLONIA-DELPASEORESIDENCIAL2SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Del Paseo Residencial 3  Sector,COLONIA-DELPASEORESIDENCIAL3SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Del Paseo Residencial 4  Sector,COLONIA-DELPASEORESIDENCIAL4SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Del Paseo Residencial 5 A,COLONIA-DELPASEORESIDENCIAL5A,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Del Paseo Residencial 5 B,COLONIA-DELPASEORESIDENCIAL5B,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Del Paseo Residencial 5  Sector,COLONIA-DELPASEORESIDENCIAL5SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Del Paseo Residencial 6  Sector,COLONIA-DELPASEORESIDENCIAL6SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Del Paseo Residencial 7  Sector,COLONIA-DELPASEORESIDENCIAL7SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Jardines del Paseo 1  Sector,COLONIA-JARDINESDELPASEO1SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Jardines del Paseo 2  Sector,COLONIA-JARDINESDELPASEO2SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Jardines del Paseo 3  Sector,COLONIA-JARDINESDELPASEO3SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Lomas del Paseo 3  Sector B,COLONIA-LOMASDELPASEO3SECTORB,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Lomas del Paseo 3  Sector A,COLONIA-LOMASDELPASEO3SECTORA,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Lomas del Paseo 2  Sector,COLONIA-LOMASDELPASEO2SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Mirador Residencial,COLONIA-MIRADORRESIDENCIAL,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
La Republica,COLONIA-LAREPUBLICA,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Lomas del Paseo 1  Sector,COLONIA-LOMASDELPASEO1SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Las Torres 2  Sector,COLONIA-LASTORRES2SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Privadas del Paseo,COLONIA-PRIVADASDELPASEO,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Del Paseo Residencial,COLONIA-DELPASEORESIDENCIAL,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Privada Fundadores 1  Sector,COLONIA-PRIVADAFUNDADORES1SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Privada Fundadores 2  Sector 1era. Etapa,COLONIA-PRIVADAFUNDADORES2SECTOR1ERAETAPA,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Lomas de Montecristo,COLONIA-LOMASDEMONTECRISTO,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Valle de Fundadores,COLONIA-VALLEDEFUNDADORES,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Club Sonoma Residencial 1°Sector,COLONIA-CLUBSONOMARESIDENCIAL1SECTOR,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Privada Fundadores 2 sector 2 Etapa,COLONIA-PRIVADAFUNDADORES2SECTOR2ETAPA,ZONA-FUNDADORESYLASTORRES,DISTRITO-SUR
Valle del Marquez  ( Fom - 16),COLONIA-VALLEDELMARQUEZFOM16,ZONA-LASBRISAS,DISTRITO-SUR
Las Brisas 11 Sector,COLONIA-LASBRISAS11SECTOR,ZONA-LASBRISAS,DISTRITO-SUR
Las Brisas 9  Sector 1 etapa,COLONIA-LASBRISAS9SECTOR1ETAPA,ZONA-LASBRISAS,DISTRITO-SUR
Las Brisas 8  Sector,COLONIA-LASBRISAS8SECTOR,ZONA-LASBRISAS,DISTRITO-SUR
Las Brisas 7  Sector,COLONIA-LASBRISAS7SECTOR,ZONA-LASBRISAS,DISTRITO-SUR
"Las Brisas 4,5,6  Sector",COLONIA-LASBRISAS456SECTOR,ZONA-LASBRISAS,DISTRITO-SUR
Las Brisas,COLONIA-LASBRISAS,ZONA-LASBRISAS,DISTRITO-SUR
Las Brisas 10 Sector,COLONIA-LASBRISAS10SECTOR,ZONA-LASBRISAS,DISTRITO-SUR
Las Brisas 2  Sector,COLONIA-LASBRISAS2SECTOR,ZONA-LASBRISAS,DISTRITO-SUR
Las Brisas 3  Sector,COLONIA-LASBRISAS3SECTOR,ZONA-LASBRISAS,DISTRITO-SUR
Torre Brisas,COLONIA-TORREBRISAS,ZONA-LASBRISAS,DISTRITO-SUR
Brisas del Valle,COLONIA-BRISASDELVALLE,ZONA-LASBRISAS,DISTRITO-SUR
Las Brisas 9  Sector 2-3 etapa,COLONIA-LASBRISAS9SECTOR23ETAPA,ZONA-LASBRISAS,DISTRITO-SUR
Solaria Brisa,COLONIA-SOLARIABRISA,ZONA-LASBRISAS,DISTRITO-SUR
San Angel,COLONIA-SANANGEL,ZONA-SANANGEL,DISTRITO-SUR
Union Canoas San Angel Sur,COLONIA-UNIONCANOASSANANGELSUR,ZONA-SANANGEL,DISTRITO-SUR
Los Remates,COLONIA-LOSREMATES,ZONA-SANANGEL,DISTRITO-SUR
La Condesa,COLONIA-LACONDESA,ZONA-SANANGEL,DISTRITO-SUR
Lagos del Bosque 1  Sector,COLONIA-LAGOSDELBOSQUE1SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Privada Villalta Residencial,COLONIA-PRIVADAVILLALTARESIDENCIAL,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Lomas Mederos,COLONIA-LOMASMEDEROS,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Balcones de Mederos,COLONIA-BALCONESDEMEDEROS,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Rincon Colonial Mederos,COLONIA-RINCONCOLONIALMEDEROS,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Colinas del Sur,COLONIA-COLINASDELSUR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Mederos Campestre,COLONIA-MEDEROSCAMPESTRE,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Bosques de Satelite,COLONIA-BOSQUESDESATELITE,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Satelite 6 Sector Acueducto 2 etapa,COLONIA-SATELITE6SECTORACUEDUCTO2ETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Residencial Mederos,COLONIA-RESIDENCIALMEDEROS,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Satelite Acueducto 7  Sector,COLONIA-SATELITEACUEDUCTO7SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Satelite Miradores 2 Etapa,COLONIA-SATELITEMIRADORES2ETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Satelite 6 Sector Acueducto,COLONIA-SATELITE6SECTORACUEDUCTO,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Satelite Miradores 1  Sector,COLONIA-SATELITEMIRADORES1SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Lomas de Satelite,COLONIA-LOMASDESATELITE,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Ciudad Satelite 5  Sector,COLONIA-CIUDADSATELITE5SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Balcones de Satelite,COLONIA-BALCONESDESATELITE,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Ciudad Satelite 3  Sector,COLONIA-CIUDADSATELITE3SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Lagos del Bosque,COLONIA-LAGOSDELBOSQUE,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Residencial La Hacienda 3  Sector,COLONIA-RESIDENCIALLAHACIENDA3SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Residencial La Hacienda 1  Sector,COLONIA-RESIDENCIALLAHACIENDA1SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Residencial La Hacienda 2  Sector Ampliacion,COLONIA-RESIDENCIALLAHACIENDA2SECTORAMPLIACION,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Residencial La Hacienda 2  Sector,COLONIA-RESIDENCIALLAHACIENDA2SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Cortijo del Rio 1  Sector,COLONIA-CORTIJODELRIO1SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Villa las Fuentes 1  Sector,COLONIA-VILLALASFUENTES1SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Privadas de la Silla,COLONIA-PRIVADASDELASILLA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Privadas del Pedregal,COLONIA-PRIVADASDELPEDREGAL,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Villa las Fuentes 5  Sector 1 etapa,COLONIA-VILLALASFUENTES5SECTOR1ETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Santa Sofia,COLONIA-SANTASOFIA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Pedregal la Silla 2  Sector,COLONIA-PEDREGALLASILLA2SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Cortijo del Rio sector La Silla,COLONIA-CORTIJODELRIOSECTORLASILLA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Cortijo del Rio 3  Sector,COLONIA-CORTIJODELRIO3SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Residencial La Hacienda 4  Sector,COLONIA-RESIDENCIALLAHACIENDA4SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Pedregal la Silla 3  Sector 2 etapa,COLONIA-PEDREGALLASILLA3SECTOR2ETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Pedregal la Silla 4  Sector,COLONIA-PEDREGALLASILLA4SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Villa las Fuentes 4  Sector,COLONIA-VILLALASFUENTES4SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Villa las Fuentes 5  Sector 2 etapa,COLONIA-VILLALASFUENTES5SECTOR2ETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Villa las Fuentes 5 sector 3 etapa,COLONIA-VILLALASFUENTES5SECTOR3ETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Villa las Fuentes 4-5  Sector,COLONIA-VILLALASFUENTES45SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Villa las Fuentes,COLONIA-VILLALASFUENTES,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Prados de la Silla 1  Sector,COLONIA-PRADOSDELASILLA1SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Villa las Fuentes 7  Sector 2a. Etapa,COLONIA-VILLALASFUENTES7SECTOR2AETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Cortijo del Rio 4  Sector,COLONIA-CORTIJODELRIO4SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Pedregal la Silla 1  Sector,COLONIA-PEDREGALLASILLA1SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Pedregal la Silla 3  Sector 1 etapa,COLONIA-PEDREGALLASILLA3SECTOR1ETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Villa Sol,COLONIA-VILLASOL,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Privadas del Sur,COLONIA-PRIVADASDELSUR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Torres de Satelite,COLONIA-TORRESDESATELITE,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Eduardo A. Elizondo,COLONIA-EDUARDOAELIZONDO,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Ciudad Satelite 4  Sector,COLONIA-CIUDADSATELITE4SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Ciudad Satelite,COLONIA-CIUDADSATELITE,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Villa las Fuentes 7  Sector 1a. Etapa,COLONIA-VILLALASFUENTES7SECTOR1AETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Vistalta 1  Sector,COLONIA-VISTALTA1SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Privadas del Pedregal 1  Sector,COLONIA-PRIVADASDELPEDREGAL1SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Vistalta 2  Sector,COLONIA-VISTALTA2SECTOR,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Estanza Primera Etapa,COLONIA-ESTANZAPRIMERAETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
PEDREGAL LA SILLA 5 SECTOR 2A.ETAPA,COLONIA-PEDREGALLASILLA5SECTOR2AETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
PEDREGAL LA SILLA 5 SECTOR 1A.ETAPA,COLONIA-PEDREGALLASILLA5SECTOR1AETAPA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
PEDREGAL LA SILLA 4 SECTOR 2A.ETAPA A,COLONIA-PEDREGALLASILLA4SECTOR2AETAPAA,ZONA-SATELITEMEDEROS,DISTRITO-SUR
PEDREGAL LA SILLA 4 SECTOR 2A.ETAPA  B,COLONIA-PEDREGALLASILLA4SECTOR2AETAPAB,ZONA-SATELITEMEDEROS,DISTRITO-SUR
Rincon de Valle Alto,COLONIA-RINCONDEVALLEALTO,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Las Jacarandas,COLONIA-LASJACARANDAS,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Portal de Valle Alto,COLONIA-PORTALDEVALLEALTO,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Real de Valle Alto 1  Sector,COLONIA-REALDEVALLEALTO1SECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Real de Valle Alto 2  Sector,COLONIA-REALDEVALLEALTO2SECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Real de Valle Alto 3  Sector,COLONIA-REALDEVALLEALTO3SECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Trino Residencial,COLONIA-TRINORESIDENCIAL,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
San Michelle,COLONIA-SANMICHELLE,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Flor de Piedra,COLONIA-FLORDEPIEDRA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Cañada del Sur A.C.,COLONIA-CANADADELSURAC,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
El Pinito,COLONIA-ELPINITO,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Manantiales del Diente,COLONIA-MANANTIALESDELDIENTE,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Campestre Bugambilias,COLONIA-CAMPESTREBUGAMBILIAS,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Lomas de Valle Alto,COLONIA-LOMASDEVALLEALTO,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Lomas del Hipico 1  Sector,COLONIA-LOMASDELHIPICO1SECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Valle de Bosquencinos 1a. Etapa,COLONIA-VALLEDEBOSQUENCINOS1AETAPA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Bosquencinos 1a. Etapa,COLONIA-BOSQUENCINOS1AETAPA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Bosquencinos 2a. Etapa,COLONIA-BOSQUENCINOS2AETAPA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Bosquencinos 3a. Etapa,COLONIA-BOSQUENCINOS3AETAPA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Valle de Bosquencinos 3a. Sector,COLONIA-VALLEDEBOSQUENCINOS3ASECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Valle de Bosquencinos 2a. Etapa,COLONIA-VALLEDEBOSQUENCINOS2AETAPA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Natura,COLONIA-NATURA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Aurea,COLONIA-AUREA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Real de la Sierra,COLONIA-REALDELASIERRA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Lagos 1era. Etapa,COLONIA-LAGOS1ERAETAPA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Flor de Piedra 2  Sector,COLONIA-FLORDEPIEDRA2SECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Coto San Carlos ll,COLONIA-COTOSANCARLOSLL,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Bioma,COLONIA-BIOMA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Lagos 2da.Etapa Sector B,COLONIA-LAGOS2DAETAPASECTORB,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Lagos 2da.Etapa Sector A,COLONIA-LAGOS2DAETAPASECTORA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
El Encino,COLONIA-ELENCINO,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Loma Bonita Residencial Etapa 1,COLONIA-LOMABONITARESIDENCIALETAPA1,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Loma Bonita Residencial Etapa 2,COLONIA-LOMABONITARESIDENCIALETAPA2,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Loma Bonita Residencial Etapa 3,COLONIA-LOMABONITARESIDENCIALETAPA3,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Las Estancias 1  Sector,COLONIA-LASESTANCIAS1SECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Palmares 1  Sector,COLONIA-PALMARES1SECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Palmares 2  Sector,COLONIA-PALMARES2SECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Las Estancias 2da. Etapa,COLONIA-LASESTANCIAS2DAETAPA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
El Porton de Valle Alto,COLONIA-ELPORTONDEVALLEALTO,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
San Gabriel (Valle Alto),COLONIA-SANGABRIELVALLEALTO,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Los Milagros de Valle Alto,COLONIA-LOSMILAGROSDEVALLEALTO,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Las Estancias 3  Sector,COLONIA-LASESTANCIAS3SECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Los Milagros de Valle Alto 2  Sector,COLONIA-LOSMILAGROSDEVALLEALTO2SECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Sierra Alta 1era. Etapa,COLONIA-SIERRAALTA1ERAETAPA,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Sierra Alta 2o. Sector,COLONIA-SIERRAALTA2OSECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Bosques de Valle Alto 1 Sector,COLONIA-BOSQUESDEVALLEALTO1SECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Sierra Alta 3er. Sector,COLONIA-SIERRAALTA3ERSECTOR,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Pedregal de Valle Alto,COLONIA-PEDREGALDEVALLEALTO,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
Jardines de Valle Alto,COLONIA-JARDINESDEVALLEALTO,ZONA-VALLEALTOELDIENTE,DISTRITO-HUAJUCO
