name,code,parent_code
Norte,DELEGACION-NORTE,MUNICIPIO-MONTERREY
Poniente,DELEGACION-PONIENTE,MUNICIPIO-MONTERREY
Centro,DELEGACION-CENTRO,MUNICIPIO-MONTERREY
Sur,DELEGACION-SUR,MUNICIPIO-MONTERREY
Huajuco,DELEGACION-HUAJUCO,MUNICIPIO-MONTERREY
